customer_id,competitor_visits_per_month,competitor_satisfaction,price_sensitivity,quality_preference
1,5.388435021193307,4.115795455819621,0.15352238616307978,0.1546575948311888
6,5.82640305298267,3.1567661141412957,0.35428182228055216,0.8356299236872786
7,4.092318753438276,3.603442715284751,0.47475098569645036,0.8929279219571242
8,1.1749183579314928,4.359156597230567,0.49758147069830294,0.5465519791594536
11,1.8514057489383495,3.3370739326879253,0.8283260779138707,0.13074465127118295
16,8.075236989227964,3.7853992893840935,0.900544725480623,0.5984227318171769
18,3.09089236967026,4.186219096091525,0.6199859541192452,0.458416466931886
19,1.5200084416884017,3.4748341489278927,0.19172168373210363,0.9640707449555695
21,7.107426473058174,2.5132929145846106,0.43235902658535275,0.6384881355404384
22,1.1705501562469545,3.7305373028374835,0.3688673920239329,0.2987669018232909
24,2.11679495555539,4.082282438173307,0.5621676565886307,0.38834717100443406
27,8.08195242277382,3.3953214217048395,0.43446782605536916,0.02247555065321649
28,8.0467865100062,3.856044490101653,0.07360037039380818,0.4221768438402371
30,9.410631893340454,2.8269670813917296,0.9180652411069798,0.553476769547231
35,5.031017431547282,4.257655363877502,0.016589620126836402,0.3171687170422104
38,9.615136799092676,3.0588768873787635,0.03290012323390945,0.041297119735064336
39,1.3286227155715422,3.4750002741826727,0.4489680131956979,0.4182788779251242
43,6.655033221970989,2.9510584282705374,0.31933349860034266,0.29176693765084727
45,5.834560782765003,3.0559175789192183,0.2034195349748722,0.8593856926828123
46,2.87519775427298,2.81779424676763,0.48189275223416406,0.9291303157807649
48,8.876278958332573,3.2653198616828387,0.8877308395122082,0.5639426579188775
51,5.894583338315178,2.5263883553187654,0.457867931378348,0.2511127644343708
54,5.141167027459931,3.126647063209787,0.10334362700869859,0.044841477925953166
58,2.394810730304435,4.154988293342132,0.3874895736897528,0.937542381600058
60,4.304403597890984,4.283664746947381,0.35155225176049165,0.1734895952665435
62,9.717299443012491,3.6825919832842815,0.906596420791063,0.12273293308221755
64,9.294275163699567,3.096465383810254,0.8879216705251481,0.01919838798083162
71,1.342707996849999,3.4414119474271017,0.13360747838031606,0.4817833285220279
72,9.656126502008794,2.9149678348594215,0.444100501138912,0.999180763207459
78,7.203074735739109,2.7805766479080813,0.24024487972853492,0.876782035252623
79,6.203254146459924,3.186699619957107,0.042335017758117766,0.40332374566455076
80,3.604922037864637,3.9230188435631934,0.7225356771832315,0.7799553163099335
