customer_id,city,region,age,income,loyalty_member,signup_date,preferred_time,mobile_app_user
1,New York,Northeast,40.960569836134795,45746.37576957643,False,2022-07-08,morning,True
2,New York,Northeast,38.348495506401655,81247.68783756618,False,2022-05-30,morning,False
3,New York,Northeast,29.366307368780575,64297.75671290823,True,2022-10-04,morning,True
4,New York,Northeast,18.0,78840.7158650728,True,2022-02-28,evening,True
5,New York,Northeast,24.103711093745467,24193.714556336992,True,2022-06-24,afternoon,True
6,New York,Northeast,65.7138563724535,59701.74395555042,True,2022-11-03,evening,True
7,New York,Northeast,27.79233572097434,42368.190055083825,False,2022-09-21,evening,True
8,New York,Northeast,20.68210124613089,39953.59957500212,False,2022-02-23,afternoon,True
9,New York,Northeast,18.0,29087.150610961216,False,2022-12-17,evening,True
10,New York,Northeast,22.890975885618708,22211.221058144234,True,2022-02-22,afternoon,False
11,New York,Northeast,18.0,70315.75974888842,True,2022-10-28,morning,True
12,New York,Northeast,18.0,24750.697033175467,True,2022-03-04,evening,True
13,New York,Northeast,46.16701280925322,68794.8182421133,False,2022-08-19,afternoon,True
14,New York,Northeast,38.97516117684277,79839.4133838097,True,2022-02-17,evening,True
15,New York,Northeast,49.15659613640841,31285.062627617648,False,2022-02-04,morning,True
16,New York,Northeast,23.7948459090554,72555.28440903082,True,2022-10-10,morning,False
17,New York,Northeast,33.19359370088261,30249.083456839595,True,2022-12-18,evening,True
18,New York,Northeast,56.531370116103034,65535.336903939016,True,2022-08-19,morning,True
19,New York,Northeast,54.47504599209648,74003.41638515392,False,2022-06-19,morning,True
20,New York,Northeast,33.73691439198585,30403.918516027614,True,2022-12-06,afternoon,False
21,New York,Northeast,25.711484831041954,40950.15716938244,True,2022-07-09,morning,True
22,New York,Northeast,18.807320321203893,29450.42462011818,True,2022-05-17,afternoon,True
23,New York,Northeast,30.887425801678766,32822.231860337706,False,2022-06-09,morning,True
24,New York,Northeast,34.81419991985865,48354.365057388895,True,2022-10-22,afternoon,False
25,New York,Northeast,29.698807721287846,47000.685110702514,True,2022-05-06,afternoon,True
26,New York,Northeast,58.58041716710557,20000.0,True,2022-07-22,evening,True
27,New York,Northeast,33.35250795584876,98781.02220564104,False,2022-08-28,morning,True
28,New York,Northeast,58.206077611137424,51046.14992251151,False,2022-09-09,evening,True
29,New York,Northeast,45.65013937299523,66352.82163776775,True,2022-07-18,morning,True
30,New York,Northeast,42.44657859154082,45230.69876803596,True,2022-05-31,evening,False
31,New York,Northeast,44.76220660843604,26491.19895173467,False,2022-03-01,morning,True
32,New York,Northeast,38.11859353098108,72468.80235511911,True,2022-04-09,evening,False
33,New York,Northeast,42.411690146133736,90087.38281942355,True,2022-04-14,afternoon,True
34,New York,Northeast,38.516869679584175,34297.38156361437,True,2022-12-04,afternoon,True
35,New York,Northeast,20.704358033568216,68068.97472886706,False,2022-10-16,afternoon,True
36,New York,Northeast,44.23972831916952,92428.87984236094,False,2022-05-08,morning,True
37,New York,Northeast,62.280141896209784,52758.87719459222,True,2022-06-07,afternoon,False
38,New York,Northeast,45.92614662193601,48297.60831642226,True,2022-10-04,afternoon,True
39,New York,Northeast,45.201446985486285,59704.93598223948,True,2022-10-31,evening,True
40,New York,Northeast,34.86100016261607,53922.29741682297,True,2022-01-06,evening,False
41,New York,Northeast,33.4687424686235,58150.82835425188,True,2022-04-05,evening,False
42,New York,Northeast,32.39051627715171,38652.67744719383,True,2022-06-10,evening,True
43,New York,Northeast,43.521310884367445,51340.71780754842,False,2022-12-26,afternoon,True
44,New York,Northeast,35.698504621352,27681.368570485065,False,2022-09-30,morning,True
45,New York,Northeast,40.397288461864804,119307.82202455524,True,2022-01-26,evening,True
46,New York,Northeast,26.204586379475323,54050.45473570437,True,2022-02-05,morning,True
47,New York,Northeast,33.01628462535725,34766.59921985045,True,2022-05-23,afternoon,True
48,New York,Northeast,29.17563742605076,51069.21097722388,True,2022-03-04,afternoon,True
49,New York,Northeast,30.0256183353213,51026.44752795733,True,2022-11-22,evening,True
50,New York,Northeast,35.77136022914555,28599.016583811583,False,2022-04-18,morning,True
51,New York,Northeast,30.303178255018018,61023.31594375374,True,2022-12-21,evening,True
52,New York,Northeast,19.305028403967498,20000.0,False,2022-12-12,morning,True
53,New York,Northeast,33.37139141218122,32966.51047825567,False,2022-05-09,afternoon,False
54,New York,Northeast,18.0,41292.47124196016,True,2022-03-30,morning,True
55,New York,Northeast,60.4658743641516,82144.29133281362,True,2022-03-17,afternoon,True
56,New York,Northeast,32.15129646551997,124991.72826766272,True,2022-12-07,evening,True
57,New York,Northeast,60.35734588349843,38207.86596254028,True,2022-09-03,morning,False
58,New York,Northeast,35.021763334336114,71536.8257034702,True,2022-01-04,evening,False
59,New York,Northeast,39.12881757682427,77894.9397479284,False,2022-06-27,evening,True
60,New York,Northeast,60.5964004958752,20000.0,False,2022-11-19,morning,False
61,New York,Northeast,29.162806807371673,54382.578350501484,True,2022-03-31,afternoon,False
62,New York,Northeast,27.533154021124652,41038.079360515454,False,2022-03-16,morning,True
63,New York,Northeast,40.38378408862406,47128.545508087525,True,2022-12-23,morning,True
64,New York,Northeast,54.32984371271003,63830.10437893126,True,2022-04-06,evening,False
65,New York,Northeast,32.38782556127336,84913.50473259423,False,2022-08-05,evening,True
66,New York,Northeast,35.1457581088787,78078.26827508131,False,2022-12-08,morning,False
67,New York,Northeast,38.8899962298613,45932.5122328492,False,2022-12-05,afternoon,True
68,New York,Northeast,18.0,39207.10440210303,True,2022-02-22,evening,False
69,New York,Northeast,56.76399891054689,60011.49748273171,False,2022-01-09,afternoon,False
70,New York,Northeast,35.6668658833276,50519.58999549538,True,2022-06-17,afternoon,True
71,New York,Northeast,18.0,50996.103515050454,True,2022-12-31,morning,False
72,New York,Northeast,38.47859373844551,44640.0859218334,True,2022-10-19,afternoon,False
73,New York,Northeast,18.0,41119.247533942034,False,2022-07-21,afternoon,True
74,New York,Northeast,18.0,39692.2571053805,True,2022-05-06,afternoon,False
75,New York,Northeast,42.770697308164564,64088.05444646277,False,2022-12-14,afternoon,True
76,New York,Northeast,24.836795153028042,47924.16708111355,True,2022-04-27,afternoon,False
77,New York,Northeast,35.54729407910714,59551.0846112266,True,2022-03-21,afternoon,False
78,New York,Northeast,32.98315052953364,56533.44349729012,False,2022-02-16,morning,True
79,New York,Northeast,24.23316402366433,105126.0072442617,False,2022-01-12,afternoon,False
80,New York,Northeast,33.66881677244588,79869.91784009883,False,2022-01-08,afternoon,True
81,New York,Northeast,18.0,37688.95987959437,True,2022-08-08,morning,False
82,New York,Northeast,18.0,58761.26917769435,False,2022-08-08,morning,True
83,New York,Northeast,55.21621957526746,20637.030637584743,False,2022-01-10,afternoon,False
84,New York,Northeast,49.15328144865545,38770.39325706368,False,2022-06-26,evening,True
85,New York,Northeast,39.09106638270744,46947.876121488895,False,2022-04-08,morning,True
86,New York,Northeast,33.69645603093373,47679.53364953764,False,2022-07-16,evening,False
87,New York,Northeast,36.99715442963794,73407.23768490426,False,2022-07-21,afternoon,True
88,New York,Northeast,26.124574766847772,35432.20250261197,True,2022-06-22,morning,True
89,New York,Northeast,39.03138491424993,62768.24951431686,True,2022-04-05,evening,True
90,New York,Northeast,53.613823706270274,51939.62769176249,True,2022-09-25,morning,True
91,New York,Northeast,47.31895815862494,53265.49708241999,True,2022-04-22,evening,True
92,New York,Northeast,42.744511395021775,97179.56957190768,False,2022-04-13,afternoon,True
93,New York,Northeast,35.648850491125835,55280.50413363127,False,2022-12-01,evening,True
94,New York,Northeast,39.32202802562618,115762.9317403271,True,2022-12-01,afternoon,True
95,New York,Northeast,18.0,47678.0379517487,True,2022-02-03,afternoon,True
96,New York,Northeast,48.47213221757625,23846.723793979145,True,2022-04-21,morning,True
97,New York,Northeast,18.0,103771.2605265718,False,2022-12-26,morning,False
98,New York,Northeast,59.66111130345767,41786.14048689825,True,2022-05-02,evening,True
99,New York,Northeast,28.63690857953071,32976.93259882293,True,2022-11-22,morning,True
100,New York,Northeast,44.432407468544994,42464.76496002629,True,2022-08-06,morning,True
101,New York,Northeast,34.50048758855691,31255.23530718908,False,2022-02-25,afternoon,True
102,New York,Northeast,37.137541109132776,49902.068307325906,True,2022-02-25,afternoon,True
103,New York,Northeast,37.30508456759179,108940.41509735027,False,2022-06-03,afternoon,True
104,New York,Northeast,39.80262764488445,33115.080210398075,False,2022-12-29,evening,True
105,New York,Northeast,30.701489594110647,76951.58358896014,True,2022-07-11,morning,False
106,New York,Northeast,38.11905762962875,25706.058041151056,False,2022-03-27,afternoon,True
107,New York,Northeast,26.56938659455803,26994.001190747473,True,2022-03-08,morning,True
108,New York,Northeast,35.92841969177142,31868.007929894276,True,2022-09-21,morning,True
109,New York,Northeast,18.0,27779.87873884348,False,2022-11-16,afternoon,True
110,New York,Northeast,18.0,48497.25700909406,False,2022-05-30,morning,True
111,New York,Northeast,27.192289170538075,38423.990961638534,True,2022-11-14,afternoon,True
112,New York,Northeast,18.0,69031.70016633344,False,2022-08-11,afternoon,True
113,New York,Northeast,28.07874403318001,71517.36833166236,True,2022-03-03,morning,False
114,New York,Northeast,18.0,181380.07550837152,False,2022-05-13,afternoon,False
115,New York,Northeast,24.083684598218568,67461.46499771974,False,2022-05-20,evening,False
116,New York,Northeast,32.438328357112,52536.0028013989,True,2022-12-22,morning,True
117,New York,Northeast,33.217383139915405,39985.41058473689,True,2022-05-18,afternoon,True
118,New York,Northeast,27.776375853243387,71691.3621566898,False,2022-09-30,morning,True
119,New York,Northeast,18.0,32910.675660009685,True,2022-11-01,morning,False
120,New York,Northeast,37.03675141268448,51261.587016469784,True,2022-02-04,morning,False
121,New York,Northeast,49.01338473991769,55670.76493739015,True,2022-12-27,morning,True
122,New York,Northeast,31.17825787219593,41792.47128396702,False,2022-03-19,afternoon,False
123,New York,Northeast,44.84294887383507,20876.12461804437,False,2022-11-24,evening,False
124,New York,Northeast,38.002285906971714,73340.45530623541,True,2022-03-04,evening,True
125,New York,Northeast,20.47398609116758,21879.265187607645,True,2022-11-05,evening,True
126,New York,Northeast,18.0,33443.218397848155,False,2022-02-11,evening,False
127,New York,Northeast,55.46989831205223,48234.74420723137,True,2022-06-06,afternoon,False
128,New York,Northeast,46.64093333496472,70290.11980240194,True,2022-07-15,afternoon,False
129,New York,Northeast,54.70515405328932,48078.66769429714,True,2022-06-08,evening,False
130,New York,Northeast,31.761500776479544,30050.006074472694,False,2022-09-18,morning,True
131,New York,Northeast,46.56620382458434,79760.10521342703,False,2022-08-31,afternoon,True
132,New York,Northeast,22.299375165835375,37931.71363385187,False,2022-02-07,afternoon,True
133,New York,Northeast,42.85238787624869,47677.156583355754,True,2022-05-21,afternoon,True
134,New York,Northeast,45.41418843995819,30691.56043091428,True,2022-12-22,morning,False
135,New York,Northeast,25.514306534656257,62052.38201710208,True,2022-02-20,morning,True
136,New York,Northeast,31.048715515330183,38748.96313570653,True,2022-07-01,evening,False
137,New York,Northeast,35.668698947464335,84719.0493588407,True,2022-05-29,evening,True
138,New York,Northeast,47.85195760646306,36629.15178798194,True,2022-10-18,evening,True
139,New York,Northeast,18.0,20000.0,False,2022-05-08,evening,True
140,New York,Northeast,32.70906210333988,57324.71155177732,True,2022-06-29,afternoon,True
141,New York,Northeast,47.465913741343144,34575.20154895873,True,2022-06-03,afternoon,True
142,New York,Northeast,31.773335713342032,28190.40767322498,True,2022-07-08,morning,True
143,New York,Northeast,24.549624228244056,21895.12766879169,True,2022-07-30,afternoon,True
144,New York,Northeast,65.83912207628401,28182.254130779078,True,2022-03-19,evening,True
145,New York,Northeast,18.0,84605.40445165845,True,2022-06-15,evening,True
146,New York,Northeast,38.478107170021616,43156.545026719126,False,2022-10-15,afternoon,True
147,New York,Northeast,21.673089854410055,117728.36069645967,True,2022-10-15,afternoon,False
148,New York,Northeast,49.66644015449524,20000.0,True,2022-09-12,morning,True
149,New York,Northeast,44.750727156356774,20000.0,False,2022-04-02,evening,False
